id,pedido_disur,pedido_exfarma,requisicion,lote,clave,descripcion,marca_disur,marca_exfarma,unidad,cantidad,precio_disur,precio_exfarma,tipo,cause
421,P-16-0001,P-16-0005,299,421,010.000.4485.00,"DULOXETINA CÁPSULA DE LIBERACIÓN RETARDADA. Cada cÁpsula de liberaciÓn retardada contiene: Clorhidrato de duloxetina equivalente a 60 mg. de duloxetina. Envase",CYMBALTA,CYMBALTA,Envase,1,273.33,273.33,1,1
422,P-16-0001,P-16-0005,299,422,010.000.4488.00,"VENLAFAXINA CÁPSULA O GRAGEA DE LIBERACIÓN PROLONGADA. Cada cÁpsula o gragea de liberaciÓn prolongada contiene: Clorhidrato de venlafaxina equivalente a 75 mg. de venlafaxina. Envase con 10",GENERICO,GENERICO,Envase,1,55.00,55.00,1,1
423,P-16-0001,P-16-0005,299,423,010.000.4490.00,"ARIPIPRAZOL TABLETA. Cada tableta contiene: Aripiprazol 15 mg. Envase con 20 tabletas.",GENERICO,GENERICO,Envase,1,859.97,859.97,1,1
424,P-16-0001,P-16-0005,299,424,010.000.4491.00,"ARIPIPRAZOL TABLETA. Cada tableta contiene: Aripiprazol 20 mg. Envase con 10 tabletas.",ABILIFY,ABILIFY,Envase,1,573.31,573.31,1,1
425,P-16-0001,P-16-0005,299,425,010.000.4492.00,"ARIPIPRAZOL TABLETA. Cada tableta contiene: Aripiprazol 30 mg. Envase con 10 tabletas.",ABILIFY,ABILIFY,Envase,1,930.34,930.34,1,1
426,P-16-0001,P-16-0005,299,426,010.000.4504.00,"SULFASALAZINA TABLETA CON CAPA ENTÉRICA. Cada tableta con capa entÉrica contiene: Sulfasalazina 500 mg. Envase con 60 tabletas con capa entÉrica.",AZULFIDINA,AZULFIDINA,Envase,1,85.59,85.59,1,1
427,P-16-0001,P-16-0005,299,427,010.000.4514.00,"LEFLUNOMIDA COMPRIMIDO. Cada comprimido contiene: Leflunomida 20 mg. Envase con 30 comprimidos.",GENERICO,GENERICO,Envase,1,830.00,830.00,1,1
428,P-16-0001,P-16-0005,299,428,010.000.4515.00,"LEFLUNOMIDA COMPRIMIDO. Cada comprimido contiene: Leflunomida 100 mg. Envase con 3 comprimidos.",GENERICO,GENERICO,Envase,1,478.86,478.86,1,1
429,P-16-0001,P-16-0005,299,429,010.000.4526.00,"LEVONORGESTREL GRAGEA. Cada gragea contiene: Levonorgestrel 0.03 mg. Envase con 35 grageas.",OPORTUNA,OPORTUNA,Envase,1,61.72,61.72,1,1
430,P-16-0001,P-16-0005,299,430,010.000.4551.00,"DEXTRÁN SOLUCIÓN INYECTABLE AL 6%. Cada 100 ml. contienen DextrÁn (60 000), 6 g. cloruro de sodio 7.5 g. Envase con 250 ml.",GENERICO,GENERICO,Envase,1,137.71,137.71,1,1
431,P-16-0001,P-16-0005,299,431,010.000.4592.00,"PIPERACILINA-TAZOBACTAM SOLUCIÓN INYECTABLE. Cada frasco Ámpula con polvo contiene: Piperacilina sÓdica equivalente a 4 g. de piperacilina, tazobactam",GENERICO,GENERICO,Envase,1,58.72,58.72,1,1
432,P-16-0001,P-16-0005,299,432,010.000.5075.00,"TEOFILINA ELÍXIR. Cada 100 ml. contienen: Teofilina anhidra 533 mg. Envase con 450 ml. y dosificador.",GENERICO,GENERICO,Envase,1,60.00,60.00,1,1
433,P-16-0001,P-16-0005,299,433,010.000.5079.00,"CLOROPIRAMINA SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Clorhidrato de cloropiramina 20 mg. Envase con 5 ampolletas con 2 ml.",GENERICO,GENERICO,Envase,1,158.03,158.03,1,1
434,P-16-0001,P-16-0005,299,434,010.000.5099.00,"ADENOSINA SOLUCIÓN INYECTABLE. Cada frasco Ámpula contiene: Adenosina 6 mg. Envase con 6 frascos Ámpula con 2 ml.",GENERICO,GENERICO,Envase,1,1326.97,1326.97,1,1
435,P-16-0001,P-16-0005,299,435,010.000.5104.00,"ESMOLOL SOLUCIÓN INYECTABLE. Cada frasco Ámpula contiene: Clorhidrato de esmolol 100 mg. Envase con un frasco Ámpula con 10 ml. (10 mg/ ml).",GENERICO,GENERICO,Envase,1,712.73,712.73,1,1
436,P-16-0001,P-16-0005,299,436,010.000.5106.00,"ATORVASTATINA TABLETA. Cada tableta contiene: Atorvastatina cÁlcica trihidratada equivalente a 20 mg. de atorvastatina. Envase con 10 tabletas.",GENERICO,GENERICO,Envase,1,11.25,11.25,1,1
437,P-16-0001,P-16-0005,299,437,010.000.5165.00,"METFORMINA TABLETA. Cada tableta contiene: Clorhidrato de metformina 850 mg. Envase con 30 tabletas.",GENERICO,GENERICO,Envase,1,7.64,7.64,1,1
438,P-16-0001,P-16-0005,299,438,010.000.5176.00,"SUCRALFATO TABLETA. Cada tableta contiene: Sucralfato 1 g. Envase con 40 tabletas.",GENERICO,GENERICO,Envase,1,14.98,14.98,1,1
439,P-16-0001,P-16-0005,299,439,010.000.5186.00,"PANTOPRAZOL O RABEPRAZOL U OMEPRAZOL TABLETA O GRAGEA O CÁPSULA. Cada tableta o gragea o cÁpsula contiene: Pantoprazol 40 mg. o rabeprazol sÓdico 20 mg. u omeprazol 20 mg. Envase con 7 tabletas o grageas o",GENERICO,GENERICO,Envase,1,2.26,2.26,1,1
440,P-16-0001,P-16-0005,299,440,010.000.5186.01,"PANTOPRAZOL O RABEPRAZOL U OMEPRAZOL TABLETA O GRAGEA O CÁPSULA. Cada tableta o gragea o cÁpsula contiene: Pantoprazol 40 mg. o rabeprazol sÓdico 20 mg.",GENERICO,GENERICO,Envase,1,3.91,3.91,1,1
441,P-16-0001,P-16-0005,299,441,010.000.5186.02,"GRAGEA O CÁPSULA. Cada tableta o gragea o cÁpsula contiene: Pantoprazol 40 mg. o rabeprazol sÓdico 20 mg. u omeprazol 20 mg. Envase con 28 tabletas o grageas o",GENERICO,GENERICO,Envase,1,9.04,9.04,1,1
442,P-16-0001,P-16-0005,299,442,010.000.5187.00,"OMEPRAZOL O PANTOPRAZOL SOLUCIÓN INYECTABLE. Cada frasco Ámpula con liofilizado contiene: Omeprazol sÓdico equivalente a 40 mg. de omeprazol o pantoprazol sÓdico",GENERICO,GENERICO,Envase,1,30.66,30.66,1,1
443,P-16-0001,P-16-0005,299,443,010.000.5232.00,"PIRIDOXINA TABLETA. Cada tableta contiene: Piridoxina 300 mg. Envase con 10 tabletas.",BENADON,BENADON,Envase,1,51.87,51.87,1,1
444,P-16-0001,P-16-0005,299,444,010.000.5233.00,"ÁCIDO FOLÍNICO TABLETA. Cada tableta contiene: Folinato cÁlcico equivalente a 15 mg. de Ácido folÍnico. Envase con 12 tabletas.",GENERICO,GENERICO,Envase,1,179.18,179.18,1,1
445,P-16-0001,P-16-0005,299,445,010.000.5255.00,"TRIMETOPRIMA Y SULFAMETOXAZOL SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Trimetoprima 160 mg. Sulfametoxazol 800 mg. Envase con 6 ampolletas con 3 ml.",GENERICO,GENERICO,Envase,1,36.16,36.16,1,1
446,P-16-0001,P-16-0005,299,446,010.000.5256.00,"CEFALOTINA SOLUCIÓN INYECTABLE. Cada frasco Ámpula con polvo contiene: Cefalotina sÓdica equivalente a 1 g. de cefalotina. Envase con un frasco Ámpula y 5 ml. de diluyente.",GENERICO,GENERICO,Envase,1,15.48,15.48,1,1
447,P-16-0001,P-16-0005,299,447,010.000.5265.00,"IMIPENEM Y CILASTATINA SOLUCIÓN INYECTABLE... Cada frasco Ámpula con polvo contiene: Imipenem monohidratado equivalente a 500 mg. de imipenem. Cilastatina sÓdica equivalente a 500 mg. de cilastatina. Envase con un frasco Ámpula.",GENERICO,GENERICO,Envase,1,37.00,37.00,1,1
448,P-16-0001,P-16-0005,299,448,010.000.5284.00,"CEFEPIMA SOLUCIÓN INYECTABLE El frasco Ámpula contiene: Clorhidrato monohidratado de cefepima equivalente a 500 mg. de cefepima. Envase con un frasco Ámpula y ampolleta con 5 ml. de diluyente.",GENERICO,GENERICO,Envase,1,48.16,48.16,1,1
449,P-16-0001,P-16-0005,299,449,010.000.5287.00,"IMIPENEM Y CILASTATINA SOLUCIÓN INYECTABLE. Cada frasco Ámpula con polvo contiene: Imipenem monohidratado equivalente a 250 mg. de imipenem. Cilastatina sÓdica equivalente a 250 mg. de cilastatina. Envase con un frasco Ámpula.",PRIMAXIN,PRIMAXIN,Envase,1,423.94,423.94,1,1
450,P-16-0001,P-16-0005,299,450,010.000.5292.00,"MEROPENEM SOLUCIÓN INYECTABLE. Cada frasco Ámpula con polvo contiene: Meropenem trihidratado equivalente a 1 g. de meropenem. Envase con 1 frasco Ámpula.",GENERICO,GENERICO,Envase,1,209.00,209.00,1,1
451,P-16-0001,P-16-0005,299,451,010.000.5295.00,"CEFEPIMA SOLUCIÓN INYECTABLE. Cada frasco Ámpula contiene: Clorhidrato monohidratado de cefepima equivalente a 1 g. de cefepima. Envase con un frasco Ámpula y ampolleta con 3 ml. de diluyente.",GENERICO,GENERICO,Envase,1,46.00,46.00,1,1
452,P-16-0001,P-16-0005,299,452,010.000.5295.01,"CEFEPIMA SOLUCIÓN INYECTABLE. Cada frasco Ámpula contiene: Clorhidrato monohidratado de cefepima equivalente a 1 g. de cefepima. Envase con un frasco Ámpula y ampolleta con 10 ml. de diluyente.",GENERICO,GENERICO,Envase,1,44.96,44.96,1,1
453,P-16-0001,P-16-0005,299,453,010.000.5302.00,"NITROFURANTOÍNA SUSPENSIÓN ORAL. Cada 100 ml. contienen: NitrofurantoÍna 500 mg. Envase con 120 ml. (25 mg/5 ml).",GENERICO,GENERICO,Envase,1,173.86,173.86,1,1
454,P-16-0001,P-16-0005,299,454,010.000.5309.00,"TAMSULOSINA CÁPSULA DE LIBERACIÓN PROLONGADA. Cada cÁpsula de liberaciÓn prolongada contiene: Clorhidrato de tamsulosina 0.4 mg. Envase con 10 cÁpsulas.",GENERICO,GENERICO,Envase,1,26.50,26.50,1,1
455,P-16-0001,P-16-0005,299,455,010.000.5309.01,"TAMSULOSINA CÁPSULA DE LIBERACIÓN PROLONGADA. Cada cÁpsula de liberaciÓn prolongada contiene: Clorhidrato de tamsulosina 0.4 mg. Envase con 20 cÁpsulas.",GENERICO,GENERICO,Envase,1,53.00,53.00,1,1
456,P-16-0001,P-16-0005,299,456,010.000.5309.02,"TAMSULOSINA CÁPSULA DE LIBERACIÓN PROLONGADA. Cada cÁpsula de liberaciÓn prolongada contiene: Clorhidrato de tamsulosina 0.4 mg. Envase con 30 cÁpsulas.",GENERICO,GENERICO,Envase,1,79.50,79.50,1,1
457,P-16-0001,P-16-0005,299,457,010.000.5319.00,"DUTASTERIDA CÁPSULAS. Cada cÁpsula contiene: Dutasterida de 0.5 mg. Envase con 30 cÁpsulas.",GENERICO,GENERICO,Envase,1,359.87,359.87,1,1
458,P-16-0001,P-16-0005,299,458,010.000.5359.00,"VALPROATO DE MAGNESIO TABLETA DE LIBERACIÓN PROLONGADA. Cada tableta contiene: Valproato de magnesio 600 mg. Envase con 30 tabletas.",GENERICO,GENERICO,Envase,1,45.00,45.00,1,1
459,P-16-0001,P-16-0005,299,459,010.000.5363.00,"TOPIRAMATO TABLETA. Cada tableta contiene: Topiramato 100 mg. Envase con 60 tabletas.",GENERICO,GENERICO,Envase,1,79.00,79.00,1,1
460,P-16-0001,P-16-0005,299,460,010.000.5365.00,"TOPIRAMATO TABLETA. Cada tableta contiene: Topiramato 25 mg. Envase con 60 tabletas.",GENERICO,GENERICO,Envase,1,58.65,58.65,1,1
461,P-16-0001,P-16-0005,299,461,010.000.5383.00,"MULTIVITAMINAS (POLIVITAMINAS) Y MINERALES JARABE. con 240 ml. y dosificador.",GENERICO,GENERICO,Envase,1,37.32,37.32,1,1
462,P-16-0001,P-16-0005,299,462,010.000.5395.00,"TIAMINA SOLUCIÓN INYECTABLE. Cada frasco Ámpula con liofilizado contiene: Clorhidrato de tiamina 500 mg. Envase con 3 frascos Ámpula.",GENERICO,GENERICO,Envase,1,34.84,34.84,1,1
463,P-16-0001,P-16-0005,299,463,010.000.5451.00,"CINARIZINA TABLETA. Cada tableta contiene: Cinarizina 75 mg. Envase con 60 tabletas.",GENERICO,GENERICO,Envase,1,22.70,22.70,1,1
464,P-16-0001,P-16-0005,299,464,010.000.5468.00,"ÁCIDO ZOLEDRÓNICO SOLUCIÓN INYECTABLE. Cada frasco Ámpula con 5 ml. contiene: Ácido zoledrÓnico monohidratado equivalente a 4.0 mg. de Ácido zoledrÓnico Envase con un frasco Ámpula.",GENERICO,GENERICO,Envase,1,319.00,319.00,1,1
465,P-16-0001,P-16-0005,299,466,010.000.5481.00,"PAROXETINA TABLETA. Cada tableta contiene: Clorhidrato de paroxetina equivalente a 20 mg. de paroxetina. Envase con 10 tabletas.",GENERICO,GENERICO,Envase,1,8.10,8.10,1,1
466,P-16-0001,P-16-0005,299,467,010.000.5483.00,"ZUCLOPENTIXOL SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Decanato de zuclopentixol 200 mg. Envase con una ampolleta.",CLOPIXOL,CLOPIXOL,Envase,1,914.45,914.45,1,1
467,P-16-0001,P-16-0005,299,468,010.000.5484.00,"ZUCLOPENTIXOL TABLETA. Cada tableta contiene: Diclorhidrato de zuclopentixol equivalente a 25 mg. de zuclopentixol. Envase con 20 tabletas.",CLOPIXOL,CLOPIXOL,Envase,1,677.99,677.99,1,1
468,P-16-0001,P-16-0005,299,469,010.000.5484.01,"ZUCLOPENTIXOL TABLETA. Cada tableta contiene: Diclorhidrato de zuclopentixol equivalente a 25 mg. de zuclopentixol. Envase con 50 tabletas.",CLOPIXOL,CLOPIXOL,Envase,1,772.33,772.33,1,1
469,P-16-0001,P-16-0005,299,470,010.000.5485.00,"OLANZAPINA TABLETA. Cada tableta contiene: Olanzapina 5 mg. Envase con 14 tabletas.",GENERICO,GENERICO,Envase,1,44.24,44.24,1,1
470,P-16-0001,P-16-0005,299,471,010.000.5485.01,"OLANZAPINA TABLETA. Cada tableta contiene: Olanzapina 5 mg. Envase con 28 tabletas.",GENERICO,GENERICO,Envase,1,88.48,88.48,1,1
471,P-16-0001,P-16-0005,299,472,010.000.5486.00,"OLANZAPINA TABLETA. Cada tableta contiene: Olanzapina 10 mg. Envase con 14 tabletas.",GENERICO,GENERICO,Envase,1,41.00,41.00,1,1
472,P-16-0001,P-16-0005,299,473,010.000.5486.01,"OLANZAPINA TABLETA. Cada tableta contiene: Olanzapina 10 mg. Envase con 28 tabletas.",GENERICO,GENERICO,Envase,1,82.00,82.00,1,1
473,P-16-0001,P-16-0005,299,474,010.000.5487.00,"CITALOPRAM TABLETA. Cada tableta contiene: Bromhidrato de citalopram equivalente a 20 mg. de citalopram. Envase con 14 tabletas.",GENERICO,GENERICO,Envase,1,53.10,53.10,1,1
474,P-16-0001,P-16-0005,299,475,010.000.5487.01,"CITALOPRAM TABLETA. Cada tableta contiene: Bromhidrato de citalopram equivalente a 20 mg. de citalopram. Envase con 28 tabletas.",GENERICO,GENERICO,Envase,1,85.10,85.10,1,1
475,P-16-0001,P-16-0005,299,476,010.000.5489.00,"QUETIAPINA TABLETA. Cada tableta contiene: Fumarato de quetiapina equivalente a 100 mg. de quetiapina. Envase con 60 tabletas.",ARETAEUS,ARETAEUS,Envase,1,618.47,618.47,1,1
476,P-16-0001,P-16-0005,299,477,010.000.5494.00,"QUETIAPINA TABLETA DE LIBERACIÓN PROLONGADA. Cada tableta de liberaciÓn prolongada contiene: Fumarato de quetiapina equivalente a 300 mg. de quetiapina. Envase","SEROQUEL XR","SEROQUEL XR",Envase,1,793.84,793.84,1,1
477,P-16-0001,P-16-0005,299,478,010.000.5501.00,"DICLOFENACO SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Diclofenaco sÓdico 75 mg. Envase con 2 ampolletas con 3 ml.",GENERICO,GENERICO,Envase,1,3.70,3.70,1,1
478,P-16-0001,P-16-0005,299,479,010.000.5505.00,"CELECOXIB CÁPSULA. Cada cÁpsula contiene: Celecoxib 100 mg. Envase con 20 cÁpsulas.",CELEBREX,CELEBREX,Envase,1,117.57,117.57,1,1
479,P-16-0001,P-16-0005,299,480,010.000.5551.00,"DABIGATRÁN ETEXILATO CÁPSULA. Cada cÁpsula contiene: DabigatrÁn etexilato mesilato equivalente a 75 mg de dabigatrÁn etexilato. Envase con 30 cÁpsulas.",PRADAXAR,PRADAXAR,Envase,1,598.95,598.95,1,1
480,P-16-0001,P-16-0005,299,481,010.000.5551.01,"DABIGATRÁN ETEXILATO CÁPSULA. Cada cÁpsula contiene: DabigatrÁn etexilato mesilato equivalente a 75 mg. de dabigatrÁn etexilato. Envase con 60 cÁpsulas.",PRADAXAR,PRADAXAR,Envase,1,1222.34,1222.34,1,1
481,P-16-0001,P-16-0005,299,482,010.000.5552.00,"DABIGATRÁN ETEXILATO CÁPSULA. Cada cÁpsula contiene: DabigatrÁn etexilato mesilato equivalente a 110 mg. de dabigatrÁn etexilato Envase con 30 cÁpsulas.",PRADAXAR,PRADAXAR,Envase,1,598.95,598.95,1,1
482,P-16-0001,P-16-0005,299,483,010.000.5552.01,"DABIGATRÁN ETEXILATO CÁPSULA. Cada cÁpsula contiene: DabigatrÁn etexilato mesilato equivalente a 110 mg. de dabigatrÁn etexilato Envase con 60 cÁpsulas.",PRADAXAR,PRADAXAR,Envase,1,1222.34,1222.34,1,1
483,P-16-0001,P-16-0005,299,484,010.000.5620.00,"VILDAGLIPTINA COMPRIMIDO. Cada comprimido contiene: Vildagliptina 50 mg. Envase con 28 comprimidos.",GALVUS,GALVUS,Envase,1,126.00,126.00,1,1
484,P-16-0001,P-16-0005,299,485,010.000.5621.00,"LINAGLIPTINA TABLETAS. Cada tableta contiene: Linagliptina de 5 mg. Envase con 30 tabletas.",TRAYENTA,TRAYENTA,Envase,1,271.80,271.80,1,1
485,P-16-0001,P-16-0005,299,486,010.000.5660.00,"LACOSAMIDA. TABLETA. Cada tableta contiene: Lacosamida 50 mg. Envase con 14 tabletas.",VIMPAT,VIMPAT,Envase,1,197.76,197.76,1,1
486,P-16-0001,P-16-0005,299,487,010.000.5661.00,"LACOSAMIDA. TABLETA. Cada tableta contiene: Lacosamida 100 mg. Envase con 28 tabletas.",VIMPAT,VIMPAT,Envase,1,783.94,783.94,1,1
487,P-16-0001,P-16-0005,299,488,010.000.5662.00,"LACOSAMIDA. TABLETA. Cada tableta contiene: Lacosamida 150 mg. Envase con 28 tabletas.",VIMPAT,VIMPAT,Envase,1,1206.90,1206.90,1,1
488,P-16-0001,P-16-0005,299,489,010.000.5664.00,"LACOSAMIDA. SOLUCIÓN INYECTABLE. Cada frasco Ámpula contiene: Lacosamida 200 mg. Envase con frasco Ámpula con 20 ml. (10 mg/ml).",VIMPAT,VIMPAT,Envase,1,777.17,777.17,1,1
489,P-16-0001,P-16-0005,299,490,010.000.5720.00,"PARACETAMOL SOLUCIÓN INYECTABLE. Cada frasco Ámpula contiene: Paracetamol 500 mg.","TEMPRA ","TEMPRA ","Envase con un frasco a´mpula con 50 ml.",1,39.90,39.90,1,1
490,P-16-0001,P-16-0005,299,491,010.000.5721.00,"PARACETAMOL SOLUCIÓN INYECTABLE. Cada frasco Ámpula contiene: Paracetamol 1 g.","TEMPRA ","TEMPRA ","Envase con un frasco a´mpula con 100 ml.",1,54.23,54.23,1,1
491,P-16-0001,P-16-0005,299,492,020.000.3833.00,"INMUNOGLOBULINA HUMANA ANTIRRÁBICA SOLUCIÓN INYECTABLE. Cada frasco Ámpula o ampolleta contiene: Inmunoglobulina humana AntirrÁbica 300 UI Envase con un frasco Ámpula o ampolleta con 2 ml. (150 UI/ ml).",SANDOGLOBULINA,SANDOGLOBULINA,Envase,1,1481.55,1481.55,1,1
492,P-16-0001,P-16-0005,299,493,020.000.3835.00,"VITAMINA A SOLUCIÓN. Cada dosis contiene: Palmitato de vitamina A (retinol) 200 000 UI. Envase con 25 dosis.",GENERICO,GENERICO,Envase,1,0.33,0.33,1,1
493,P-16-0001,P-16-0005,299,494,020.000.3835.01,"VITAMINA A SOLUCIÓN. Cada dosis contiene: Palmitato de vitamina A (retinol) 200 000 UI. Envase con 50 dosis.",GENERICO,GENERICO,Envase,1,0.66,0.66,1,1
494,P-16-0001,P-16-0005,299,495,020.000.3842.00,"SUERO ANTIALACRÁN SOLUCIÓN INYECTABLE. Cada frasco Ámpula con liofilizado contiene: Anticuerpos de caballo concentrados y modificados por digestiÓn enzimÁtica, para neutralizar 150 DL50 de veneno de alacrÁn del gÉnero centruroides. Envase con un frasco Ámpula y diluyente con 5 ml. (una dosis).",GENERICO,GENERICO,Envase,1,229.00,229.00,1,1
495,P-16-0001,P-16-0005,299,496,020.000.3843.00,"SUERO ANTIVIPERINO SOLUCIÓN INYECTABLE. Cada frasco Ámpula con liofilizado contiene: Anticuerpos de caballo concentrados y modificados por digestiÓn enzimÁtica que neutralizan no menos de 790 DL50 de veneno de crÓtalos basiliscos y no menos de 780 DL50 de veneno de bothrops asper. Envase con un frasco Ámpula y diluyente con 10 ml.",GENERICO,GENERICO,Envase,1,596.00,596.00,1,1
496,P-16-0001,P-16-0005,299,497,020.000.3847.00,"FABOTERÁPICO POLIVALENTE ANTIALACRÁN SOLUCIÓN INYECTABLE. Cada frasco Ámpula con liofilizado contiene: FaboterÁpico polivalente antialacrÁn modificado por digestiÓn enzimÁtica para neutralizar 150 DL50 (1.8 mg.) de veneno de alacrÁn del gÉnero centruroides. Envase con un frasco Ámpula con liofilizado y ampolleta con diluyente de 5 ml.",ALACRAMYN,ALACRAMYN,Envase,1,196.00,196.00,1,1
497,P-16-0001,P-16-0005,299,498,020.000.3848.00,"FABOTERÁPICO POLIVALENTE ANTIARÁCNIDO SOLUCIÓN INYECTABLE. Cada frasco Ámpula con liofilizado contiene: FaboterÁpico polivalente antiarÁcnido modificado por digestiÓn enzimÁtica para neutralizar 6000 DL50 (180 glÁndulas de veneno arÁcnido) Envase con un frasco Ámpula con liofilizado y ampolleta con diluyente de 5 ml.",ARACMYN,ARACMYN,Envase,1,1168.00,1168.00,1,1
498,P-16-0001,P-16-0005,299,499,020.000.3849.00,"FABOTERAPICO POLIVALENTE ANTIVIPERINO SOLUCIÓN INYECTABLE. Cada frasco Ámpula con liofilizado contiene: FaboterÁpico polivalente antiviperino modificado por igestiÓn enzimÁtica para neutralizar no menos de 790 DL50 de veneno de crÓtalos basiliscos y no menos de 780 DL50 de veneno de bothrops asper. Envase con un frasco Ámpula con liofilizado y ampolleta con diluyente de 10 ml.",ANTIVIMPYN,ANTIVIMPYN,Envase,1,500.00,500.00,1,1
499,P-16-0001,P-16-0005,299,500,020.000.3850.00,"FABOTERAPICO POLIVALENTE ANTICORALILLO SOLUCIÓN INYECTABLE. Cada frasco Ámpula con liofilizado contiene: FaboterÁpico polivalente anticoralillo modificado por digestiÓn enzimÁtica para neutralizar 450 DL50 (5 mg) de veneno de micrurus sp. Envase con un frasco Ámpula con liofilizado y ampolleta con diluyente de 5 ml.",ANTICORALMYN,ANTICORALMYN,Envase,1,764.84,764.84,1,1
500,P-16-0001,P-16-0005,299,501,030.000.0003.00,"SUCEDÁNEO DE LECHE HUMANA DE PRETÉRMINO POLVO. Envase con 400 a 454 g. y medida de 4.40 a 4.50 g.",GENERICO,GENERICO,Envase,1,142.99,142.99,1,1
501,P-16-0001,P-16-0005,299,502,030.000.0011.00,"SUCEDÁNEO DE LECHE HUMANA DE TÉRMINO POLVO. Envase con 400 a 454 g. y medida de 3.87 a 4.50 g.","NAN 1","NAN 1",Envase,1,22.34,22.34,1,1
502,P-16-0001,P-16-0005,299,503,030.000.0012.00,"SUCEDÁNEO DE LECHE HUMANA DE TÉRMINO SIN LACTOSA POLVO. Envase con 375 a 400 g. y medida de 4.4 a 4.5 g.","NAN SIN LACTOSA","NAN SIN LACTOSA",Envase,1,52.50,52.50,1,1
503,P-16-0001,P-16-0005,299,504,030.000.0013.00,"FÓRMULA DE PROTEÍNA EXTENSAMENTE HIDROLIZADA POLVO. Envase con 400 a 454 g. y medida de 4.30 a 4.50 g.",GENERICO,GENERICO,Envase,1,115.63,115.63,1,1
504,P-16-0001,P-16-0005,299,505,040.000.0107.00,"DEXTROPROPOXIFENO CÁPSULA O COMPRIMIDO. Cada cÁpsula o comprimido contiene: Clorhidrato de dextropropoxifeno 65 mg.",GENERICO,GENERICO,"Envase con 20 ca´psulas o comprimidos.",1,20.25,20.25,1,1
505,P-16-0001,P-16-0005,299,506,040.000.0132.00,"NALBUFINA SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Clorhidrato de nalbufina 10 mg.",GENERICO,GENERICO,"Envase con 3 ampolletas de 1 ml.",1,14.50,14.50,1,1
506,P-16-0001,P-16-0005,299,507,040.000.0132.01,"NALBUFINA SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Clorhidrato de nalbufina 10 mg.",GENERICO,GENERICO,"Envase con 5 ampolletas de 1 ml.",1,24.16,24.16,1,1
507,P-16-0001,P-16-0005,299,508,040.000.0202.00,"DIAZEPAM SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Diazepam 10 mg. Envase con 50 ampolletas de 2 ml.",GENERICO,GENERICO,Envase,1,207.13,207.13,1,1
508,P-16-0001,P-16-0005,299,509,040.000.0221.00,"TIOPENTAL SÓDICO SOLUCIÓN INYECTABLE. Cada frasco Ámpula con polvo contiene: Tiopental sÓdico 0.5 g. Envase con frasco Ámpula y diluyente con 20 ml.",GENERICO,GENERICO,Envase,1,45.09,45.09,1,1
509,P-16-0001,P-16-0005,299,510,040.000.0226.00,"KETAMINA SOLUCIÓN INYECTABLE. Cada frasco Ámpula contiene: Clorhidrato de ketamina equivalente a 500 mg. de ketamina Envase con un frasco Ámpula de 10 ml.",GENERICO,GENERICO,Envase,1,59.25,59.25,1,1
510,P-16-0001,P-16-0005,299,511,040.000.0242.00,"FENTANILO SOLUCIÓN INYECTABLE. Cada ampolleta o frasco Ámpula contiene: Citrato de fentanilo equivalente a 0.5 mg. de fentanilo.",GENERICO,GENERICO,"Envase con 6 ampolletas o frascos a´mpula con 10 ml.",1,114.80,114.80,1,1
511,P-16-0001,P-16-0005,299,512,040.000.0243.00,"ETOMIDATO SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Etomidato 20 mg. Envase con 5 ampolletas con 10 ml.",GENERICO,GENERICO,Envase,1,141.60,141.60,1,1
512,P-16-0001,P-16-0005,299,513,040.000.0302.00,"NALOXONA SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Clorhidrato de naloxona 0.4 mg. Envase con 10 ampolletas con 1 ml.",GENERICO,GENERICO,Envase,1,2477.39,2477.39,1,1
513,P-16-0001,P-16-0005,299,514,040.000.1544.00,"ERGOMETRINA SOLUCIÓN INYECTABLE. Cada ampolleta contiene: Maleato de ergometrina 0.2 mg. Envase con 50 ampolletas de 1 ml.",GENERICO,GENERICO,Envase,1,443.47,443.47,1,1
514,P-16-0001,P-16-0005,299,515,040.000.2096.00,"TRAMADOL-PARACETAMOL TABLETA. Cada tableta contiene: Clorhidrato de tramadol 37.5 mg. Paracetamol 325.0 mg.",TEFITRAM,TEFITRAM,"Envase con 20 tabletas.",1,94.60,94.60,1,1
515,P-16-0001,P-16-0005,299,516,040.000.2097.00,"BUPRENORFINA PARCHE. Cada parche contiene: Buprenorfina 30 mg.",TRANSTEC,TRANSTEC,"Envase con 4 parches.",1,1398.60,1398.60,1,1
516,P-16-0001,P-16-0005,299,517,040.000.2098.00,"BUPRENORFINA PARCHE. Cada parche contiene: Buprenorfina 20 mg.",TRANSTEC,TRANSTEC,"Envase con 4 parches.",1,1054.94,1054.94,1,1
